"file_name","start_hour","start_time","rms_spl","file_datetime","datetime_utc"
"6875.230621005951.wav",4,45,122.267192470949,2023-06-21 00:59:51,2023-06-21 05:44:51
"6875.230621005951.wav",5,15,122.633357276587,2023-06-21 00:59:51,2023-06-21 06:14:51
"6875.230621005951.wav",5,45,123.25914866401,2023-06-21 00:59:51,2023-06-21 06:44:51
"6875.230621005951.wav",6,15,122.028534939976,2023-06-21 00:59:51,2023-06-21 07:14:51
"6875.230621005951.wav",6,45,121.916406920698,2023-06-21 00:59:51,2023-06-21 07:44:51
"6875.230621005951.wav",7,15,122.034693321411,2023-06-21 00:59:51,2023-06-21 08:14:51
"6875.230621005951.wav",7,45,121.24696884023,2023-06-21 00:59:51,2023-06-21 08:44:51
"6875.230621005951.wav",8,15,121.497561855562,2023-06-21 00:59:51,2023-06-21 09:14:51
"6875.230621005951.wav",8,45,121.70713588098,2023-06-21 00:59:51,2023-06-21 09:44:51
"6875.230621005951.wav",9,15,122.194607118298,2023-06-21 00:59:51,2023-06-21 10:14:51
"6875.230621005951.wav",9,45,123.012802476799,2023-06-21 00:59:51,2023-06-21 10:44:51
"6875.230621005951.wav",10,15,122.784968001919,2023-06-21 00:59:51,2023-06-21 11:14:51
"6875.230621005951.wav",10,45,122.882115718898,2023-06-21 00:59:51,2023-06-21 11:44:51
"6875.230621125945.wav",0,15,122.980194354934,2023-06-21 12:59:45,2023-06-21 13:14:45
"6875.230621125945.wav",0,45,122.632918462765,2023-06-21 12:59:45,2023-06-21 13:44:45
"6875.230621125945.wav",1,15,122.928592396004,2023-06-21 12:59:45,2023-06-21 14:14:45
"6875.230621125945.wav",1,45,122.591493511827,2023-06-21 12:59:45,2023-06-21 14:44:45
"6875.230621125945.wav",2,15,121.982520089368,2023-06-21 12:59:45,2023-06-21 15:14:45
"6875.230621125945.wav",2,45,121.605388995815,2023-06-21 12:59:45,2023-06-21 15:44:45
"6875.230621125945.wav",3,15,121.150460718995,2023-06-21 12:59:45,2023-06-21 16:14:45
"6875.230621125945.wav",3,45,121.304042665174,2023-06-21 12:59:45,2023-06-21 16:44:45
"6875.230621125945.wav",4,15,121.320746222567,2023-06-21 12:59:45,2023-06-21 17:14:45
"6875.230621125945.wav",4,45,123.747882564842,2023-06-21 12:59:45,2023-06-21 17:44:45
"6875.230621125945.wav",5,15,127.049592356917,2023-06-21 12:59:45,2023-06-21 18:14:45
"6875.230621125945.wav",5,45,125.727937355532,2023-06-21 12:59:45,2023-06-21 18:44:45
"6875.230621125945.wav",6,15,125.78850140877,2023-06-21 12:59:45,2023-06-21 19:14:45
"6875.230621125945.wav",6,45,123.911516607031,2023-06-21 12:59:45,2023-06-21 19:44:45
"6875.230621125945.wav",7,15,122.512524915251,2023-06-21 12:59:45,2023-06-21 20:14:45
"6875.230621125945.wav",7,45,122.746145097548,2023-06-21 12:59:45,2023-06-21 20:44:45
"6875.230621125945.wav",8,15,123.622728706973,2023-06-21 12:59:45,2023-06-21 21:14:45
"6875.230621125945.wav",8,45,123.35111988212,2023-06-21 12:59:45,2023-06-21 21:44:45
"6875.230621125945.wav",9,15,122.801775066234,2023-06-21 12:59:45,2023-06-21 22:14:45
"6875.230621125945.wav",9,45,122.508647087041,2023-06-21 12:59:45,2023-06-21 22:44:45
"6875.230621125945.wav",10,15,122.461270875936,2023-06-21 12:59:45,2023-06-21 23:14:45
"6875.230621125945.wav",10,45,123.127484555099,2023-06-21 12:59:45,2023-06-21 23:44:45
"6875.230622005939.wav",0,15,121.521205837989,2023-06-22 00:59:39,2023-06-22 01:14:39
"6875.230622005939.wav",0,45,122.337476679504,2023-06-22 00:59:39,2023-06-22 01:44:39
"6875.230622005939.wav",1,15,121.851554551093,2023-06-22 00:59:39,2023-06-22 02:14:39
"6875.230622005939.wav",1,45,121.976876719692,2023-06-22 00:59:39,2023-06-22 02:44:39
"6875.230622005939.wav",2,15,121.816152699032,2023-06-22 00:59:39,2023-06-22 03:14:39
"6875.230622005939.wav",2,45,121.730621095438,2023-06-22 00:59:39,2023-06-22 03:44:39
"6875.230622005939.wav",3,15,122.558746701929,2023-06-22 00:59:39,2023-06-22 04:14:39
"6875.230622005939.wav",3,45,122.880034176687,2023-06-22 00:59:39,2023-06-22 04:44:39
"6875.230622005939.wav",4,15,123.545689820129,2023-06-22 00:59:39,2023-06-22 05:14:39
"6875.230622005939.wav",4,45,122.764458080418,2023-06-22 00:59:39,2023-06-22 05:44:39
"6875.230622005939.wav",5,15,123.046740224469,2023-06-22 00:59:39,2023-06-22 06:14:39
"6875.230622005939.wav",5,45,122.107675045825,2023-06-22 00:59:39,2023-06-22 06:44:39
"6875.230622005939.wav",6,15,123.43592246078,2023-06-22 00:59:39,2023-06-22 07:14:39
"6875.230622005939.wav",6,45,122.742728928962,2023-06-22 00:59:39,2023-06-22 07:44:39
"6875.230622005939.wav",7,15,122.775269562771,2023-06-22 00:59:39,2023-06-22 08:14:39
"6875.230622005939.wav",7,45,122.94153853459,2023-06-22 00:59:39,2023-06-22 08:44:39
"6875.230622005939.wav",8,15,122.296665510077,2023-06-22 00:59:39,2023-06-22 09:14:39
"6875.230622005939.wav",8,45,123.045365410715,2023-06-22 00:59:39,2023-06-22 09:44:39
"6875.230622005939.wav",9,15,123.459697484561,2023-06-22 00:59:39,2023-06-22 10:14:39
"6875.230622005939.wav",9,45,123.025638545779,2023-06-22 00:59:39,2023-06-22 10:44:39
"6875.230622005939.wav",10,15,122.787436144519,2023-06-22 00:59:39,2023-06-22 11:14:39
"6875.230622005939.wav",10,45,122.526742301315,2023-06-22 00:59:39,2023-06-22 11:44:39
"6875.230622125933.wav",0,15,122.477355106009,2023-06-22 12:59:33,2023-06-22 13:14:33
"6875.230622125933.wav",0,45,122.186740207873,2023-06-22 12:59:33,2023-06-22 13:44:33
"6875.230622125933.wav",1,15,122.633726233557,2023-06-22 12:59:33,2023-06-22 14:14:33
"6875.230622125933.wav",1,45,124.340972102466,2023-06-22 12:59:33,2023-06-22 14:44:33
"6875.230622125933.wav",2,15,125.191196016677,2023-06-22 12:59:33,2023-06-22 15:14:33
"6875.230622125933.wav",2,45,123.997533557101,2023-06-22 12:59:33,2023-06-22 15:44:33
"6875.230622125933.wav",3,15,123.722428380023,2023-06-22 12:59:33,2023-06-22 16:14:33
"6875.230622125933.wav",3,45,123.839116487276,2023-06-22 12:59:33,2023-06-22 16:44:33
"6875.230622125933.wav",4,15,123.605506529789,2023-06-22 12:59:33,2023-06-22 17:14:33
"6875.230622125933.wav",4,45,123.806148563403,2023-06-22 12:59:33,2023-06-22 17:44:33
"6875.230622125933.wav",5,15,123.615825591253,2023-06-22 12:59:33,2023-06-22 18:14:33
"6875.230622125933.wav",5,45,123.469417324549,2023-06-22 12:59:33,2023-06-22 18:44:33
"6875.230622125933.wav",6,15,123.988501773767,2023-06-22 12:59:33,2023-06-22 19:14:33
"6875.230622125933.wav",6,45,122.761357978063,2023-06-22 12:59:33,2023-06-22 19:44:33
"6875.230622125933.wav",7,15,122.498860778322,2023-06-22 12:59:33,2023-06-22 20:14:33
"6875.230622125933.wav",7,45,123.155167926232,2023-06-22 12:59:33,2023-06-22 20:44:33
"6875.230622125933.wav",8,15,122.814155188681,2023-06-22 12:59:33,2023-06-22 21:14:33
"6875.230622125933.wav",8,45,122.46228668962,2023-06-22 12:59:33,2023-06-22 21:44:33
"6875.230622125933.wav",9,15,123.038552303701,2023-06-22 12:59:33,2023-06-22 22:14:33
"6875.230622125933.wav",9,45,123.913040162621,2023-06-22 12:59:33,2023-06-22 22:44:33
"6875.230622125933.wav",10,15,123.779396711098,2023-06-22 12:59:33,2023-06-22 23:14:33
"6875.230622125933.wav",10,45,124.849736696304,2023-06-22 12:59:33,2023-06-22 23:44:33
"6875.230623005928.wav",0,15,122.091856201544,2023-06-23 00:59:28,2023-06-23 01:14:28
"6875.230623005928.wav",0,45,121.3872540715,2023-06-23 00:59:28,2023-06-23 01:44:28
"6875.230623005928.wav",1,15,121.879903948654,2023-06-23 00:59:28,2023-06-23 02:14:28
"6875.230623005928.wav",1,45,124.417165697108,2023-06-23 00:59:28,2023-06-23 02:44:28
"6875.230623005928.wav",2,15,129.025672371988,2023-06-23 00:59:28,2023-06-23 03:14:28
"6875.230623005928.wav",2,45,129.013114703989,2023-06-23 00:59:28,2023-06-23 03:44:28
"6875.230623005928.wav",3,15,126.315897219613,2023-06-23 00:59:28,2023-06-23 04:14:28
"6875.230623005928.wav",3,45,124.164201208307,2023-06-23 00:59:28,2023-06-23 04:44:28
"6875.230623005928.wav",4,15,122.991965516507,2023-06-23 00:59:28,2023-06-23 05:14:28
"6875.230623005928.wav",4,45,122.329702033718,2023-06-23 00:59:28,2023-06-23 05:44:28
"6875.230623005928.wav",5,15,122.0981776293,2023-06-23 00:59:28,2023-06-23 06:14:28
"6875.230623005928.wav",5,45,121.673802340301,2023-06-23 00:59:28,2023-06-23 06:44:28
"6875.230623005928.wav",6,15,122.15895314469,2023-06-23 00:59:28,2023-06-23 07:14:28
"6875.230623005928.wav",6,45,121.512395684353,2023-06-23 00:59:28,2023-06-23 07:44:28
"6875.230623005928.wav",7,15,121.417184158942,2023-06-23 00:59:28,2023-06-23 08:14:28
"6875.230623005928.wav",7,45,122.227332822928,2023-06-23 00:59:28,2023-06-23 08:44:28
"6875.230623005928.wav",8,15,122.93270307682,2023-06-23 00:59:28,2023-06-23 09:14:28
"6875.230623005928.wav",8,45,125.440175327356,2023-06-23 00:59:28,2023-06-23 09:44:28
"6875.230623005928.wav",9,15,125.365706678574,2023-06-23 00:59:28,2023-06-23 10:14:28
"6875.230623005928.wav",9,45,124.196420075263,2023-06-23 00:59:28,2023-06-23 10:44:28
"6875.230623005928.wav",10,15,123.785372304951,2023-06-23 00:59:28,2023-06-23 11:14:28
"6875.230623005928.wav",10,45,125.76850889708,2023-06-23 00:59:28,2023-06-23 11:44:28
"6875.230623125922.wav",0,15,128.146450624843,2023-06-23 12:59:22,2023-06-23 13:14:22
"6875.230623125922.wav",0,45,130.34213187269,2023-06-23 12:59:22,2023-06-23 13:44:22
"6875.230623125922.wav",1,15,129.421903065015,2023-06-23 12:59:22,2023-06-23 14:14:22
"6875.230623125922.wav",1,45,127.688400650892,2023-06-23 12:59:22,2023-06-23 14:44:22
"6875.230623125922.wav",2,15,126.811107771356,2023-06-23 12:59:22,2023-06-23 15:14:22
"6875.230623125922.wav",2,45,126.317514967368,2023-06-23 12:59:22,2023-06-23 15:44:22
"6875.230623125922.wav",3,15,125.999134253264,2023-06-23 12:59:22,2023-06-23 16:14:22
"6875.230623125922.wav",3,45,125.508946652885,2023-06-23 12:59:22,2023-06-23 16:44:22
"6875.230623125922.wav",4,15,126.513646762094,2023-06-23 12:59:22,2023-06-23 17:14:22
"6875.230623125922.wav",4,45,125.239226775506,2023-06-23 12:59:22,2023-06-23 17:44:22
"6875.230623125922.wav",5,15,125.576383803184,2023-06-23 12:59:22,2023-06-23 18:14:22
"6875.230623125922.wav",5,45,124.676515588089,2023-06-23 12:59:22,2023-06-23 18:44:22
"6875.230623125922.wav",6,15,125.381054612765,2023-06-23 12:59:22,2023-06-23 19:14:22
"6875.230623125922.wav",6,45,124.897931609549,2023-06-23 12:59:22,2023-06-23 19:44:22
"6875.230623125922.wav",7,15,123.90757656118,2023-06-23 12:59:22,2023-06-23 20:14:22
"6875.230623125922.wav",7,45,122.133539233634,2023-06-23 12:59:22,2023-06-23 20:44:22
"6875.230623125922.wav",8,15,122.161091993099,2023-06-23 12:59:22,2023-06-23 21:14:22
"6875.230623125922.wav",8,45,122.251238303067,2023-06-23 12:59:22,2023-06-23 21:44:22
"6875.230623125922.wav",9,15,121.716993379086,2023-06-23 12:59:22,2023-06-23 22:14:22
"6875.230623125922.wav",9,45,121.492465361968,2023-06-23 12:59:22,2023-06-23 22:44:22
"6875.230623125922.wav",10,15,122.127191310194,2023-06-23 12:59:22,2023-06-23 23:14:22
"6875.230623125922.wav",10,45,121.635252977959,2023-06-23 12:59:22,2023-06-23 23:44:22
"6875.230624005916.wav",0,15,127.212117748677,2023-06-24 00:59:16,2023-06-24 01:14:16
"6875.230624005916.wav",0,45,126.520806920712,2023-06-24 00:59:16,2023-06-24 01:44:16
"6875.230624005916.wav",1,15,124.641932733593,2023-06-24 00:59:16,2023-06-24 02:14:16
"6875.230624005916.wav",1,45,123.473389830228,2023-06-24 00:59:16,2023-06-24 02:44:16
"6875.230624005916.wav",2,15,122.786243636473,2023-06-24 00:59:16,2023-06-24 03:14:16
"6875.230624005916.wav",2,45,121.522893960616,2023-06-24 00:59:16,2023-06-24 03:44:16
"6875.230624005916.wav",3,15,121.601538787838,2023-06-24 00:59:16,2023-06-24 04:14:16
"6875.230624005916.wav",3,45,121.903978832757,2023-06-24 00:59:16,2023-06-24 04:44:16
"6875.230624005916.wav",4,15,122.155408498449,2023-06-24 00:59:16,2023-06-24 05:14:16
"6875.230624005916.wav",4,45,122.129265509781,2023-06-24 00:59:16,2023-06-24 05:44:16
"6875.230624005916.wav",5,15,121.844037838869,2023-06-24 00:59:16,2023-06-24 06:14:16
"6875.230624005916.wav",5,45,121.950906746466,2023-06-24 00:59:16,2023-06-24 06:44:16
"6875.230624005916.wav",6,15,121.685935801769,2023-06-24 00:59:16,2023-06-24 07:14:16
"6875.230624005916.wav",6,45,121.895472287895,2023-06-24 00:59:16,2023-06-24 07:44:16
"6875.230624005916.wav",7,15,121.972584035542,2023-06-24 00:59:16,2023-06-24 08:14:16
"6875.230624005916.wav",7,45,124.464822109322,2023-06-24 00:59:16,2023-06-24 08:44:16
"6875.230624005916.wav",8,15,122.651792186856,2023-06-24 00:59:16,2023-06-24 09:14:16
"6875.230624005916.wav",8,45,122.332838651615,2023-06-24 00:59:16,2023-06-24 09:44:16
"6875.230624005916.wav",9,15,123.487223316993,2023-06-24 00:59:16,2023-06-24 10:14:16
"6875.230624005916.wav",9,45,123.988180909427,2023-06-24 00:59:16,2023-06-24 10:44:16
"6875.230624005916.wav",10,15,122.266392665694,2023-06-24 00:59:16,2023-06-24 11:14:16
"6875.230624005916.wav",10,45,122.692190584792,2023-06-24 00:59:16,2023-06-24 11:44:16
"6875.230624125909.wav",0,15,123.103929403181,2023-06-24 12:59:09,2023-06-24 13:14:09
"6875.230624125909.wav",0,45,121.636161850411,2023-06-24 12:59:09,2023-06-24 13:44:09
"6875.230624125909.wav",1,15,122.067596850279,2023-06-24 12:59:09,2023-06-24 14:14:09
"6875.230624125909.wav",1,45,122.293711720177,2023-06-24 12:59:09,2023-06-24 14:44:09
"6875.230624125909.wav",2,15,122.163362703019,2023-06-24 12:59:09,2023-06-24 15:14:09
"6875.230624125909.wav",2,45,122.397168726863,2023-06-24 12:59:09,2023-06-24 15:44:09
"6875.230624125909.wav",3,15,123.774599836135,2023-06-24 12:59:09,2023-06-24 16:14:09
"6875.230624125909.wav",3,45,123.684043093612,2023-06-24 12:59:09,2023-06-24 16:44:09
"6875.230624125909.wav",4,15,123.029921483917,2023-06-24 12:59:09,2023-06-24 17:14:09
"6875.230624125909.wav",4,45,122.82330795896,2023-06-24 12:59:09,2023-06-24 17:44:09
"6875.230624125909.wav",5,15,122.306935650863,2023-06-24 12:59:09,2023-06-24 18:14:09
"6875.230624125909.wav",5,45,122.217305146971,2023-06-24 12:59:09,2023-06-24 18:44:09
"6875.230624125909.wav",6,15,122.179584915857,2023-06-24 12:59:09,2023-06-24 19:14:09
"6875.230624125909.wav",6,45,122.036885887659,2023-06-24 12:59:09,2023-06-24 19:44:09
"6875.230624125909.wav",7,15,122.386231104359,2023-06-24 12:59:09,2023-06-24 20:14:09
"6875.230624125909.wav",7,45,121.935844046351,2023-06-24 12:59:09,2023-06-24 20:44:09
"6875.230624125909.wav",8,15,122.234990226017,2023-06-24 12:59:09,2023-06-24 21:14:09
"6875.230624125909.wav",8,45,122.308418525466,2023-06-24 12:59:09,2023-06-24 21:44:09
"6875.230624125909.wav",9,15,122.680443294357,2023-06-24 12:59:09,2023-06-24 22:14:09
"6875.230624125909.wav",9,45,122.776304651768,2023-06-24 12:59:09,2023-06-24 22:44:09
"6875.230624125909.wav",10,15,124.753073601623,2023-06-24 12:59:09,2023-06-24 23:14:09
"6875.230624125909.wav",10,45,123.250583343892,2023-06-24 12:59:09,2023-06-24 23:44:09
"6875.230625005903.wav",0,15,122.900927876914,2023-06-25 00:59:03,2023-06-25 01:14:03
"6875.230625005903.wav",0,45,123.603697750429,2023-06-25 00:59:03,2023-06-25 01:44:03
"6875.230625005903.wav",1,15,123.054092777211,2023-06-25 00:59:03,2023-06-25 02:14:03
"6875.230625005903.wav",1,45,123.678024162374,2023-06-25 00:59:03,2023-06-25 02:44:03
"6875.230625005903.wav",2,15,122.72844469029,2023-06-25 00:59:03,2023-06-25 03:14:03
"6875.230625005903.wav",2,45,125.265274228404,2023-06-25 00:59:03,2023-06-25 03:44:03
"6875.230625005903.wav",3,15,124.844386815718,2023-06-25 00:59:03,2023-06-25 04:14:03
"6875.230625005903.wav",3,45,122.983978891249,2023-06-25 00:59:03,2023-06-25 04:44:03
"6875.230625005903.wav",4,15,123.372455862716,2023-06-25 00:59:03,2023-06-25 05:14:03
"6875.230625005903.wav",4,45,123.080884492379,2023-06-25 00:59:03,2023-06-25 05:44:03
"6875.230625005903.wav",5,15,122.583835796271,2023-06-25 00:59:03,2023-06-25 06:14:03
"6875.230625005903.wav",5,45,121.092517070793,2023-06-25 00:59:03,2023-06-25 06:44:03
"6875.230625005903.wav",6,15,122.594511725924,2023-06-25 00:59:03,2023-06-25 07:14:03
"6875.230625005903.wav",6,45,121.914663920911,2023-06-25 00:59:03,2023-06-25 07:44:03
"6875.230625005903.wav",7,15,121.808183706569,2023-06-25 00:59:03,2023-06-25 08:14:03
"6875.230625005903.wav",7,45,122.007064238282,2023-06-25 00:59:03,2023-06-25 08:44:03
"6875.230625005903.wav",8,15,121.935780746984,2023-06-25 00:59:03,2023-06-25 09:14:03
"6875.230625005903.wav",8,45,123.142242580656,2023-06-25 00:59:03,2023-06-25 09:44:03
"6875.230625005903.wav",9,15,123.421829293227,2023-06-25 00:59:03,2023-06-25 10:14:03
"6875.230625005903.wav",9,45,121.349579148958,2023-06-25 00:59:03,2023-06-25 10:44:03
"6875.230625005903.wav",10,15,121.491094428244,2023-06-25 00:59:03,2023-06-25 11:14:03
"6875.230625005903.wav",10,45,122.156005620148,2023-06-25 00:59:03,2023-06-25 11:44:03
"6875.230625125858.wav",0,15,124.468891296367,2023-06-25 12:58:58,2023-06-25 13:13:58
"6875.230625125858.wav",0,45,122.614685384852,2023-06-25 12:58:58,2023-06-25 13:43:58
"6875.230625125858.wav",1,15,121.047785747904,2023-06-25 12:58:58,2023-06-25 14:13:58
"6875.230625125858.wav",1,45,121.181801367963,2023-06-25 12:58:58,2023-06-25 14:43:58
"6875.230625125858.wav",2,15,122.437085069069,2023-06-25 12:58:58,2023-06-25 15:13:58
"6875.230625125858.wav",2,45,122.786391464896,2023-06-25 12:58:58,2023-06-25 15:43:58
"6875.230625125858.wav",3,15,122.592098046033,2023-06-25 12:58:58,2023-06-25 16:13:58
"6875.230625125858.wav",3,45,122.847903436743,2023-06-25 12:58:58,2023-06-25 16:43:58
"6875.230625125858.wav",4,15,122.685153616332,2023-06-25 12:58:58,2023-06-25 17:13:58
"6875.230625125858.wav",4,45,122.608374832641,2023-06-25 12:58:58,2023-06-25 17:43:58
"6875.230625125858.wav",5,15,122.379369432456,2023-06-25 12:58:58,2023-06-25 18:13:58
"6875.230625125858.wav",5,45,122.156771289181,2023-06-25 12:58:58,2023-06-25 18:43:58
"6875.230625125858.wav",6,15,120.590143252564,2023-06-25 12:58:58,2023-06-25 19:13:58
"6875.230625125858.wav",6,45,120.652616945649,2023-06-25 12:58:58,2023-06-25 19:43:58
"6875.230625125858.wav",7,15,120.712049417267,2023-06-25 12:58:58,2023-06-25 20:13:58
"6875.230625125858.wav",7,45,122.339613204973,2023-06-25 12:58:58,2023-06-25 20:43:58
"6875.230625125858.wav",8,15,122.05379133909,2023-06-25 12:58:58,2023-06-25 21:13:58
"6875.230625125858.wav",8,45,121.474380741011,2023-06-25 12:58:58,2023-06-25 21:43:58
"6875.230625125858.wav",9,15,120.694452025879,2023-06-25 12:58:58,2023-06-25 22:13:58
"6875.230625125858.wav",9,45,120.809959073889,2023-06-25 12:58:58,2023-06-25 22:43:58
"6875.230625125858.wav",10,15,123.20122410121,2023-06-25 12:58:58,2023-06-25 23:13:58
"6875.230625125858.wav",10,45,121.320794886572,2023-06-25 12:58:58,2023-06-25 23:43:58
"6875.230626005853.wav",0,15,120.748752552849,2023-06-26 00:58:53,2023-06-26 01:13:53
"6875.230626005853.wav",0,45,121.354685311669,2023-06-26 00:58:53,2023-06-26 01:43:53
"6875.230626005853.wav",1,15,121.50308450132,2023-06-26 00:58:53,2023-06-26 02:13:53
"6875.230626005853.wav",1,45,121.394004051597,2023-06-26 00:58:53,2023-06-26 02:43:53
"6875.230626005853.wav",2,15,121.574760595089,2023-06-26 00:58:53,2023-06-26 03:13:53
"6875.230626005853.wav",2,45,121.356269684024,2023-06-26 00:58:53,2023-06-26 03:43:53
"6875.230626005853.wav",3,15,121.690821233004,2023-06-26 00:58:53,2023-06-26 04:13:53
"6875.230626005853.wav",3,45,121.31677138606,2023-06-26 00:58:53,2023-06-26 04:43:53
"6875.230626005853.wav",4,15,121.173821895475,2023-06-26 00:58:53,2023-06-26 05:13:53
"6875.230626005853.wav",4,45,122.046650186418,2023-06-26 00:58:53,2023-06-26 05:43:53
"6875.230626005853.wav",5,15,122.349503260952,2023-06-26 00:58:53,2023-06-26 06:13:53
"6875.230626005853.wav",5,45,121.291948947439,2023-06-26 00:58:53,2023-06-26 06:43:53
"6875.230626005853.wav",6,15,121.303214636526,2023-06-26 00:58:53,2023-06-26 07:13:53
"6875.230626005853.wav",6,45,121.291835380063,2023-06-26 00:58:53,2023-06-26 07:43:53
"6875.230626005853.wav",7,15,121.427307390537,2023-06-26 00:58:53,2023-06-26 08:13:53
"6875.230626005853.wav",7,45,121.324214116374,2023-06-26 00:58:53,2023-06-26 08:43:53
"6875.230626005853.wav",8,15,121.274951513147,2023-06-26 00:58:53,2023-06-26 09:13:53
"6875.230626005853.wav",8,45,121.701035959717,2023-06-26 00:58:53,2023-06-26 09:43:53
